scaffold,start,end,mid,sites,sitesUsed,D,fd,fdM
chr12,13820001,13840000,13826839,7964,27,-0.6335,nan,-0.4536
chr12,13840001,13860000,13849376,13425,58,0.2886,0.4262,0.1478
chr12,13860001,13880000,13878740,2501,6,nan,nan,nan
chr12,13880001,13900000,13890027,18711,40,0.7315,0.5904,0.4491
chr12,13900001,13920000,13910111,18252,50,-0.1789,nan,-0.1419
chr12,13920001,13940000,13930288,16900,47,0.4219,0.4005,0.2791
chr12,13940001,13960000,13950581,18357,55,0.3648,0.4039,0.1658
chr12,13960001,13980000,13968628,13744,22,-0.1134,nan,-0.0472
chr12,13980001,14000000,13985666,8985,10,1.0,0.7265,0.1024
chr12,14000001,14020000,14010626,18098,40,0.7828,0.3909,0.2301
chr12,14020001,14040000,14030458,17704,48,0.7578,0.5148,0.4034
chr12,14040001,14060000,14052943,12651,26,0.7,0.1807,0.1501
chr12,14060001,14080000,14070009,19493,71,-0.0651,nan,-0.0257
chr12,14080001,14100000,14089435,10109,40,0.2698,0.2102,0.1083
chr12,14100001,14120000,14110507,17573,73,0.4602,0.3925,0.2862
chr12,14120001,14140000,14130591,18557,68,0.6989,0.383,0.2982
chr12,14140001,14160000,14150103,19374,43,0.0867,0.5172,0.0584
chr12,14160001,14180000,14169841,17949,71,0.0188,0.0237,0.01
chr12,14180001,14200000,14190056,19759,31,-0.4986,nan,-0.381
chr12,14200001,14220000,14210060,19628,53,0.888,0.7043,0.6074
chr12,14220001,14240000,14229922,19455,60,0.7283,0.3694,0.2243
chr12,14240001,14260000,14249668,19169,99,0.3378,0.2458,0.149
chr12,14260001,14280000,14269201,17645,54,0.0725,0.0438,0.0252
chr12,14280001,14300000,14289525,18347,52,0.4449,0.1953,0.1477
chr12,14300001,14320000,14309622,16473,82,0.5075,0.27,0.2143
chr12,14320001,14340000,14331012,14965,50,0.0165,0.0128,0.0083
chr12,14340001,14360000,14346874,13420,47,-0.0999,nan,-0.0565
chr12,14360001,14380000,14367092,11914,29,0.2553,0.2011,0.1422
chr12,14380001,14400000,14390949,17059,51,0.4092,0.3278,0.2486
chr12,14400001,14420000,14400581,1141,0,nan,nan,nan
chr12,14420001,14440000,14436911,6153,6,nan,nan,nan
chr12,14440001,14460000,14449157,9498,17,0.6552,0.5476,0.4502
chr12,14460001,14480000,14469565,16163,26,0.5016,0.3215,0.256
chr12,14480001,14500000,14489499,14768,27,-0.0259,nan,-0.0125
chr12,14500001,14520000,14511404,9699,18,-0.5689,nan,-0.2452
chr12,14520001,14540000,14529997,19866,36,-0.4907,nan,-0.2344
chr12,14540001,14560000,14545455,10607,25,-0.2136,nan,-0.1446
chr12,14560001,14580000,14575105,8497,17,0.1084,0.2147,0.1114
chr12,14580001,14600000,14581097,2184,8,nan,nan,nan
chr12,14600001,14620000,14617289,1363,2,nan,nan,nan
chr12,14620001,14640000,14630631,13114,50,-0.0276,nan,-0.0171
chr12,14640001,14660000,14649885,19249,79,-0.3168,nan,-0.2097
chr12,14660001,14680000,14669996,18833,59,-0.1989,nan,-0.1259
chr12,14680001,14700000,14688887,15628,58,-0.235,nan,-0.1128
chr12,14700001,14720000,14710004,19161,75,-0.4574,nan,-0.2471
chr12,14720001,14740000,14730183,17129,60,-0.0521,nan,-0.0419
chr12,14740001,14760000,14749648,17726,118,-0.398,nan,-0.1315
chr12,14760001,14780000,14770034,19624,151,0.1021,0.127,0.0713
chr12,14780001,14800000,14789505,16519,98,-0.3718,nan,-0.3877
chr12,14800001,14820000,14809677,16153,84,-0.2004,nan,-0.148
chr12,14820001,14840000,14831211,16715,77,-0.028,nan,-0.0226
chr12,14840001,14860000,14847627,11356,80,0.0256,0.0297,0.0203
chr12,14860001,14880000,14869627,15777,126,-0.3929,nan,-0.3451
chr12,14880001,14900000,14889109,11044,74,-0.0803,nan,-0.0908
chr12,14900001,14920000,14910304,18946,104,0.0037,0.0058,0.0028
chr12,14920001,14940000,14930066,19113,97,0.0571,0.0926,0.0476
chr12,14940001,14960000,14949920,18283,126,0.1578,0.183,0.1167
chr12,14960001,14980000,14969241,17847,105,0.0973,0.2098,0.1168
chr12,14980001,15000000,14989626,17199,81,-0.2219,nan,-0.2324
chr12,15000001,15020000,15011328,15744,69,0.2055,0.1512,0.1122
chr12,15020001,15040000,15030913,15440,111,-0.0273,nan,-0.0249
chr12,15040001,15060000,15050098,19054,114,0.1456,0.255,0.1588
chr12,15060001,15080000,15071389,16606,98,-0.0475,nan,-0.0519
chr12,15080001,15100000,15089951,18795,92,-0.0916,nan,-0.0787
chr12,15100001,15120000,15110138,18504,97,0.2058,0.2182,0.1535
chr12,15120001,15140000,15130093,18631,99,0.0978,0.1441,0.0909
chr12,15140001,15160000,15150131,19316,125,-0.1295,nan,-0.0709
chr12,15160001,15180000,15171075,14321,81,0.0494,0.0643,0.0366
chr12,15180001,15200000,15190158,18474,112,0.0932,0.1189,0.0662
chr12,15200001,15220000,15209998,19476,81,-0.0464,nan,-0.0408
chr12,15220001,15240000,15229587,16001,120,0.0274,0.0553,0.0219
chr12,15240001,15260000,15250164,18893,169,-0.0175,nan,-0.0149
chr12,15260001,15280000,15268359,14484,31,-0.3799,nan,-0.2704
chr12,15280001,15300000,15282511,2181,6,nan,nan,nan
chr12,15300001,15320000,15311276,15428,28,-0.6865,nan,-0.3737
chr12,15320001,15340000,15332216,10665,46,0.2311,0.1928,0.1282
chr12,15340001,15360000,15350375,18564,45,0.6558,0.4709,0.3243
chr12,15360001,15380000,15369996,19651,54,0.7077,0.4801,0.2515
chr12,15380001,15400000,15390400,17899,26,-1.0,nan,-0.2423
chr12,15400001,15420000,15410163,13451,24,-0.4396,nan,-0.1911
chr12,15420001,15440000,15430806,17974,33,-0.75,nan,-0.1526
chr12,15440001,15460000,15449692,18197,22,nan,nan,0.0
chr12,15460001,15480000,15470216,19077,37,-0.3952,nan,-0.208
chr12,15480001,15500000,15488268,13470,47,0.6482,0.4203,0.3804
chr12,15500001,15520000,15509950,19144,81,-0.4585,nan,-0.3381
chr12,15520001,15540000,15531892,7744,24,-0.1372,nan,-0.0761
chr12,15540001,15560000,15552388,11065,23,-0.1836,nan,-0.1013
chr12,15560001,15580000,15569551,13847,27,-0.218,nan,-0.0816
chr12,15580001,15600000,15587656,6424,8,nan,nan,nan
chr12,15600001,15620000,15610092,14789,32,-0.1818,nan,-0.2038
chr12,15620001,15640000,15630163,19277,78,-0.1803,nan,-0.0908
chr12,15640001,15660000,15649875,18198,55,-0.4727,nan,-0.319
chr12,15660001,15680000,15671499,16680,77,-0.2567,nan,-0.2094
chr12,15680001,15700000,15689949,18223,53,-0.1302,nan,-0.0577
chr12,15700001,15720000,15711033,14987,31,-0.2189,nan,-0.0451
chr12,15720001,15740000,15729902,15114,56,-0.0915,nan,-0.016
chr12,15740001,15760000,15748873,14034,20,-0.2671,nan,-0.0927
chr12,15760001,15780000,15771110,10179,4,nan,nan,nan
chr12,15780001,15800000,15784589,5903,6,nan,nan,nan
chr12,15800001,15820000,15817415,4786,2,nan,nan,nan
chr12,15820001,15840000,15825519,10150,31,1.0,0.103,0.0892
chr12,15840001,15860000,15853999,6557,7,nan,nan,nan
chr12,15860001,15880000,15868413,11130,12,-0.4039,nan,-0.1248
chr12,15880001,15900000,15897192,3970,7,nan,nan,nan
chr12,15900001,15920000,15909681,14278,18,0.4706,1.5,0.0289
chr12,15920001,15940000,15929768,18810,23,0.5121,0.283,0.1221
chr12,15940001,15960000,15950086,19243,15,-0.222,nan,-0.0563
chr12,15960001,15980000,15969314,17122,10,-0.7857,nan,-0.205
chr12,15980001,16000000,15990024,19112,12,0.4706,0.0357,0.0319
chr12,16000001,16020000,16010025,19076,19,-0.6355,nan,-0.1779
chr12,16020001,16040000,16029557,18395,10,0.5385,0.0875,0.0714
chr12,16040001,16060000,16049438,17118,10,-0.4706,nan,-0.1793
chr12,16060001,16080000,16071172,15551,22,0.2703,0.2889,0.1665
chr12,16080001,16100000,16089481,17700,17,nan,nan,0.0
chr12,16100001,16120000,16109710,14629,14,0.8,0.2712,0.2175
chr12,16120001,16140000,16130608,16815,40,1.0,0.7167,0.6407
chr12,16140001,16160000,16150562,17884,43,0.824,0.8269,0.6746
chr12,16160001,16180000,16168120,12814,24,1.0,0.9094,0.8801
chr12,16180001,16200000,16192320,15114,15,1.0,0.8165,0.7294
chr12,16200001,16220000,16209402,12546,19,1.0,0.9365,0.8568
chr12,16220001,16240000,16239151,1019,0,nan,nan,nan
chr12,16240001,16260000,16248324,11538,16,-1.0,nan,-0.0616
chr12,16260001,16280000,16269865,15535,29,-0.8638,nan,-0.031
chr12,16280001,16300000,16288655,12719,23,0.6576,0.6232,0.4251
chr12,16300001,16320000,16309915,11211,21,0.8323,0.758,0.604
chr12,16320001,16340000,16330588,14726,26,0.6119,0.5515,0.2714
chr12,16340001,16360000,16351557,12606,32,0.1405,0.5795,0.0506
chr12,16360001,16380000,16369594,12732,19,0.2683,0.4342,0.2025
chr12,16380001,16400000,16395799,5368,13,-1.0,nan,-0.1935
chr12,16400001,16420000,16410779,17514,31,0.6283,0.6484,0.323
chr12,16420001,16440000,16422919,5716,14,0.6,1.0,0.247
chr12,16440001,16460000,16456898,3961,5,nan,nan,nan
chr12,16460001,16480000,16469151,16441,34,-0.25,nan,-0.1671
chr12,16480001,16500000,16488746,8176,42,0.3071,0.4,0.2603
chr12,16500001,16520000,16513967,4368,7,nan,nan,nan
chr12,16520001,16540000,16531339,14400,55,-0.9303,nan,-0.4719
chr12,16540001,16560000,16551169,10737,66,-0.567,nan,-0.4392
chr12,16560001,16580000,16572101,4617,33,-0.0678,nan,-0.3121
chr12,16580001,16600000,16582894,3082,13,1.0,0.8889,0.7742
chr12,16600001,16620000,16615926,4470,20,nan,nan,0.0
chr12,16620001,16640000,16635586,5797,61,-0.1461,nan,-0.0899
chr12,16640001,16660000,16648880,10986,83,-0.4228,nan,-0.2063
chr12,16660001,16680000,16671554,14407,68,0.3933,0.215,0.1578
chr12,16680001,16700000,16690603,17271,21,0.2673,0.4168,0.1337
chr12,16700001,16720000,16709866,18155,49,0.2664,0.1158,0.0974
chr12,16720001,16740000,16731735,12372,28,0.542,0.3463,0.3037
chr12,16740001,16760000,16749759,17871,35,1.0,0.4726,0.41
chr12,16760001,16780000,16768977,12652,13,0.7101,0.8673,0.3616
chr12,16780001,16800000,16788947,15718,15,0.6471,0.4719,0.3066
chr12,16800001,16820000,16810070,18172,60,0.4839,0.657,0.2903
chr12,16820001,16840000,16829779,19102,117,-0.198,nan,-0.0772
chr12,16840001,16860000,16848730,12296,54,-0.559,nan,-0.2441
chr12,16860001,16880000,16876125,7618,36,-0.713,nan,-0.3586
chr12,16880001,16900000,16890105,19175,42,-0.4005,nan,-0.2471
chr12,16900001,16920000,16910999,15689,50,-0.1435,nan,-0.0962
chr12,16920001,16940000,16929997,19680,114,0.0541,0.0591,0.0374
chr12,16940001,16960000,16950455,9825,44,-0.752,nan,-0.6697
chr12,16960001,16980000,16970030,19501,51,-0.6304,nan,-0.3084
chr12,16980001,17000000,16989973,19078,71,-0.3734,nan,-0.2027
chr12,17000001,17020000,17010111,18033,46,-0.4839,nan,-0.1784
chr12,17020001,17040000,17029253,16404,20,1.0,0.023,0.0179
chr12,17040001,17060000,17050065,18705,53,-0.1172,nan,-0.0426
chr12,17060001,17080000,17070967,14236,76,0.0766,0.0444,0.0271
chr12,17080001,17100000,17089946,19323,71,0.1628,0.2977,0.163
chr12,17100001,17120000,17110178,18069,39,-0.9487,nan,-0.7684
chr12,17120001,17140000,17122766,3781,15,-1.0,nan,-0.8868
chr12,17140001,17160000,17151612,12391,37,-0.9871,nan,-0.8643
chr12,17160001,17180000,17170098,16284,85,-1.0,nan,-0.9061
chr12,17180001,17200000,17190303,18701,50,-0.8806,nan,-0.3672
chr12,17200001,17220000,17209947,14647,19,-1.0,nan,-0.0738
chr12,17220001,17240000,17229041,13612,18,-1.0,nan,-0.1064
chr12,17240001,17260000,17253421,10941,12,0.0,0.0,0.0
chr12,17260001,17280000,17268888,15928,18,-1.0,nan,-0.0996
chr12,17280001,17300000,17288805,10242,52,-0.6509,nan,-0.261
chr12,17300001,17320000,17310038,19149,38,-0.3565,nan,-0.2759
chr12,17320001,17340000,17329407,16385,68,0.0712,0.1279,0.0763
chr12,17340001,17360000,17347440,9330,28,-0.1899,nan,-0.2475
chr12,17360001,17380000,17370880,12061,25,0.0226,0.055,0.0233
chr12,17380001,17400000,17392409,9079,26,0.3236,0.3254,0.2216
chr12,17400001,17420000,17410290,18864,119,0.0258,0.0511,0.0226
chr12,17420001,17440000,17430707,16405,82,0.0043,0.0085,0.0048
chr12,17440001,17460000,17450204,19068,127,-0.0598,nan,-0.0652
chr12,17460001,17480000,17470647,16985,85,0.2131,0.3787,0.1638
chr12,17480001,17500000,17490176,19379,149,0.2373,0.2155,0.1473
chr12,17500001,17520000,17510016,18708,71,0.0989,0.2119,0.091
chr12,17520001,17540000,17529815,14160,84,0.0035,0.0178,0.0052
chr12,17540001,17560000,17549318,17772,64,-0.1271,nan,-0.2021
chr12,17560001,17580000,17569112,17344,80,-0.2954,nan,-0.252
chr12,17580001,17600000,17590412,18689,60,-0.4728,nan,-0.5211
chr12,17600001,17620000,17610454,18068,44,-0.4707,nan,-0.4359
chr12,17620001,17640000,17629989,19761,79,-0.0492,nan,-0.0506
chr12,17640001,17660000,17649880,19526,87,-0.3039,nan,-0.2702
chr12,17660001,17680000,17669838,19103,94,0.5251,0.6068,0.5353
chr12,17680001,17700000,17689936,18380,98,0.5715,0.5958,0.461
chr12,17700001,17720000,17710018,19839,82,-0.1467,nan,-0.0938
chr12,17720001,17740000,17729673,18152,58,-0.2206,nan,-0.1302
chr12,17740001,17760000,17749744,18822,100,-0.1428,nan,-0.1201
chr12,17760001,17780000,17770253,18226,143,-0.0489,nan,-0.0289
chr12,17780001,17800000,17789773,15185,105,-0.3134,nan,-0.1122
chr12,17800001,17820000,17809478,17668,88,-0.059,nan,-0.0422
chr12,17820001,17840000,17829916,18341,106,0.1719,0.1573,0.1068
chr12,17840001,17860000,17849944,18735,109,0.0067,0.0085,0.0056
chr12,17860001,17880000,17866893,13534,82,-0.0444,nan,-0.0385
chr12,17880001,17900000,17891046,16259,58,0.2679,0.3247,0.2225
chr12,17900001,17920000,17907481,12402,54,0.4509,0.178,0.1625
chr12,17920001,17940000,17928144,5417,25,0.7472,0.3071,0.275
chr12,17940001,17960000,17949633,18976,83,-0.1897,nan,-0.1257
chr12,17960001,17980000,17970370,17641,69,-0.0978,nan,-0.0416
chr12,17980001,18000000,17989927,18932,71,-0.1953,nan,-0.1222
chr12,18000001,18020000,18009469,16416,62,0.565,0.2348,0.1747
chr12,18020001,18040000,18029669,17912,45,0.0204,0.0029,0.0026
chr12,18040001,18060000,18049044,17430,54,0.0345,0.0286,0.0198
chr12,18060001,18080000,18069438,10265,47,-0.4951,nan,-0.3674
chr12,18080001,18100000,18089811,15817,27,-0.5502,nan,-0.334
chr12,18100001,18120000,18109893,19424,30,0.7233,0.4097,0.3593
chr12,18120001,18140000,18132426,14861,19,0.6667,0.4706,0.2892
chr12,18140001,18160000,18150329,18150,97,0.5012,0.5934,0.2693
chr12,18160001,18180000,18169862,18516,121,-0.3422,nan,-0.4009
chr12,18180001,18200000,18190987,15758,105,-0.6144,nan,-0.4817
chr12,18200001,18220000,18209956,19203,60,0.0985,0.1127,0.0614
chr12,18220001,18240000,18231162,12097,43,-0.25,nan,-0.0481
chr12,18240001,18260000,18252757,12570,29,-1.0,nan,-0.0126
chr12,18260001,18280000,18270079,18839,43,0.5905,0.4727,0.427
chr12,18280001,18300000,18289746,17901,22,0.7011,0.7161,0.5179
chr12,18300001,18320000,18309504,17189,42,0.2193,0.3885,0.2301
chr12,18320001,18340000,18330190,18582,40,0.271,0.3357,0.259
chr12,18340001,18360000,18349952,19422,26,-0.481,nan,-0.3419
chr12,18360001,18380000,18370046,19684,52,0.7436,0.6574,0.5737
chr12,18380001,18400000,18390017,19196,24,0.2486,-20.3333,0.0295
chr12,18400001,18420000,18409807,18676,32,0.7536,0.4811,0.1259
chr12,18420001,18440000,18429904,19442,59,-0.0325,nan,-0.0116
chr12,18440001,18460000,18449926,18718,65,0.2916,0.2757,0.1634
chr12,18460001,18480000,18469734,18670,29,0.005,0.0069,0.0048
chr12,18480001,18500000,18490156,17868,50,0.0491,0.0422,0.0277
chr12,18500001,18520000,18510004,19607,74,0.1247,0.1724,0.0516
chr12,18520001,18540000,18529705,18032,31,-0.073,nan,-0.0576
chr12,18540001,18560000,18550782,16734,59,0.6614,0.5855,0.5184
chr12,18560001,18580000,18570120,19133,104,0.5326,0.5035,0.4334
chr12,18580001,18600000,18589721,18810,88,-0.0101,nan,-0.0094
chr12,18600001,18620000,18605436,10563,51,-0.1161,nan,-0.0801
chr12,18620001,18640000,18630912,15593,45,-0.418,nan,-0.1557
chr12,18640001,18660000,18650561,18033,51,-0.1615,nan,-0.0927
chr12,18660001,18680000,18670052,19491,88,0.1213,0.1453,0.0835
chr12,18680001,18700000,18689927,19432,99,-0.0747,nan,-0.059
chr12,18700001,18720000,18709991,19133,144,-0.4055,nan,-0.2879
chr12,18720001,18740000,18729969,19657,150,-0.2788,nan,-0.2506
chr12,18740001,18760000,18749989,19068,154,0.0938,0.1586,0.0857
chr12,18760001,18780000,18769695,17408,102,0.1067,0.1448,0.1055
chr12,18780001,18800000,18790472,16282,153,0.0039,0.0057,0.0026
chr12,18800001,18820000,18809081,16786,94,0.2448,0.3123,0.2141
chr12,18820001,18840000,18830369,18551,105,-0.0454,nan,-0.0373
chr12,18840001,18860000,18849872,19006,117,-0.0198,nan,-0.017
chr12,18860001,18880000,18869894,19098,120,-0.1639,nan,-0.1705
chr12,18880001,18900000,18890509,16722,87,-0.2132,nan,-0.12
chr12,18900001,18920000,18907411,14178,89,0.2178,0.4125,0.2115
chr12,18920001,18940000,18930341,16344,91,0.121,0.219,0.114
chr12,18940001,18960000,18950082,18025,123,0.1142,0.2562,0.145
chr12,18960001,18980000,18970142,17898,93,0.5387,0.6407,0.5072
chr12,18980001,19000000,18989915,18651,92,0.0246,0.0291,0.0193
chr12,19000001,19020000,19010397,18746,97,0.0924,0.1256,0.075
chr12,19020001,19040000,19029844,18558,115,-0.2768,nan,-0.206
chr12,19040001,19060000,19050568,17845,89,-0.1222,nan,-0.1276
chr12,19060001,19080000,19070164,18383,126,0.1009,0.2903,0.1226
chr12,19080001,19100000,19089968,19656,124,-0.271,nan,-0.2174
chr12,19100001,19120000,19110674,17657,128,-0.317,nan,-0.2802
chr12,19120001,19140000,19128756,16970,131,0.2448,0.2993,0.212
chr12,19140001,19160000,19155653,8591,104,0.0518,0.062,0.0332
chr12,19160001,19180000,19169759,18966,191,0.1021,0.1817,0.0794
chr12,19180001,19200000,19187305,13921,97,-0.1907,nan,-0.1776
chr12,19200001,19220000,19211579,16459,115,0.0212,0.0257,0.0148
chr12,19220001,19240000,19230381,18231,120,-0.0226,nan,-0.0142
chr12,19240001,19260000,19250211,18102,88,0.1187,0.2142,0.0954
chr12,19260001,19280000,19269409,18029,108,-0.0596,nan,-0.0403
chr12,19280001,19300000,19290076,19391,162,-0.0079,nan,-0.0048
chr12,19300001,19320000,19310207,18763,136,0.0398,0.0691,0.0394
chr12,19320001,19340000,19330029,18850,161,0.3404,0.3933,0.225
chr12,19340001,19360000,19349401,16343,118,-0.0154,nan,-0.0106
chr12,19360001,19380000,19369799,17888,160,0.4551,0.4472,0.3278
chr12,19380001,19400000,19388687,11807,73,-0.2886,nan,-0.2086
chr12,19400001,19420000,nan,0,nan,nan,nan,nan
chr12,19420001,19440000,19430166,18693,143,0.0284,0.0485,0.0198
chr12,19440001,19460000,19449801,19118,110,0.4761,0.3802,0.3075
chr12,19460001,19480000,19469891,19221,128,-0.2442,nan,-0.1602
chr12,19480001,19500000,19490051,19164,123,0.14,0.1849,0.1104
chr12,19500001,19520000,19509865,18640,81,0.0398,0.1156,0.0294
chr12,19520001,19540000,19529644,10774,45,-0.4013,nan,-0.1872
chr12,19540001,19560000,19550038,19670,97,-0.0012,nan,-0.001
chr12,19560001,19580000,19569672,17962,94,-0.0772,nan,-0.0487
chr12,19580001,19600000,19590290,15461,111,0.1412,0.1721,0.1027
chr12,19600001,19620000,19609944,19299,95,0.1442,0.2126,0.0923
chr12,19620001,19640000,19629611,18654,83,0.0825,0.1218,0.0592
chr12,19640001,19660000,19650227,17566,85,0.3254,0.2123,0.1927
chr12,19660001,19680000,19670037,19595,107,-0.3052,nan,-0.1936
chr12,19680001,19700000,19689487,18019,125,-0.2043,nan,-0.1859
chr12,19700001,19720000,19709739,18545,100,0.2356,0.3561,0.1949
chr12,19720001,19740000,19730095,17622,121,-0.0809,nan,-0.0679
chr12,19740001,19760000,19749960,19385,118,0.0389,0.056,0.0319
chr12,19760001,19780000,19770019,17488,99,0.069,0.0894,0.0484
chr12,19780001,19800000,19789998,19774,91,0.1845,0.1912,0.117
chr12,19800001,19820000,19810397,15688,102,-0.0223,nan,-0.0146
chr12,19820001,19840000,19830248,18982,133,0.022,0.04,0.0183
chr12,19840001,19860000,19849402,18025,110,-0.2658,nan,-0.1503
chr12,19860001,19880000,19870061,19456,106,0.2435,0.2706,0.1406
chr12,19880001,19900000,19889856,19366,134,-0.0014,nan,-0.0008
chr12,19900001,19920000,19909996,19581,53,0.2937,0.3537,0.2162
chr12,19920001,19940000,19930197,18265,162,-0.3575,nan,-0.3234
chr12,19940001,19960000,19950907,16292,98,-0.2131,nan,-0.1772
chr12,19960001,19980000,19970117,18058,103,0.1524,0.2602,0.1003
chr12,19980001,20000000,19989089,17353,94,0.2773,0.357,0.2148
chr12,20000001,20020000,20003871,5960,37,0.0255,0.0365,0.024
chr12,20020001,20040000,20039267,536,0,nan,nan,nan
chr12,20040001,20060000,20051300,17001,137,0.2428,0.3283,0.2116
chr12,20060001,20080000,20069205,10981,78,0.0088,0.0133,0.0092
chr12,20080001,20100000,20090154,19348,103,0.1671,0.2581,0.1981
chr12,20100001,20120000,20110076,18544,116,-0.0727,nan,-0.0903
chr12,20120001,20140000,20129697,18068,73,-0.0267,nan,-0.0281
chr12,20140001,20160000,20150222,16203,93,-0.1314,nan,-0.1956
chr12,20160001,20180000,20170288,17388,103,0.3784,0.3207,0.2395
chr12,20180001,20200000,20190252,19052,137,-0.1069,nan,-0.1176
chr12,20200001,20220000,20209985,19855,119,0.0858,0.202,0.0995
chr12,20220001,20240000,20229985,19732,89,0.0337,0.0619,0.0183
chr12,20240001,20260000,20249972,19083,170,0.0462,0.0579,0.0288
chr12,20260001,20280000,20269950,19663,104,0.2007,0.2484,0.1526
chr12,20280001,20300000,20290000,18822,193,0.199,0.4615,0.1743
chr12,20300001,20320000,20310000,19862,68,0.1414,0.26,0.133
chr12,20320001,20340000,20330005,19412,92,-0.1797,nan,-0.1334
chr12,20340001,20360000,20349478,13471,45,-0.3805,nan,-0.3809
chr12,20360001,20380000,20369935,18723,82,0.2163,0.3039,0.1287
chr12,20380001,20400000,20388779,16691,126,-0.1122,nan,-0.0895
chr12,20400001,20420000,20409138,17912,143,-0.048,nan,-0.0389
chr12,20420001,20440000,20429765,18135,114,0.3165,0.209,0.1739
chr12,20440001,20460000,20451995,13702,78,0.2665,0.2369,0.1916
chr12,20460001,20480000,20469969,19351,92,0.0549,0.1593,0.0711
chr12,20480001,20500000,20489489,18239,77,-0.2596,nan,-0.2067
chr12,20500001,20520000,20509960,19312,110,-0.1222,nan,-0.1276
chr12,20520001,20540000,20530404,12203,87,-0.027,nan,-0.022
chr12,20540001,20560000,20549777,18587,167,0.0271,0.0524,0.0213
chr12,20560001,20580000,20569889,19482,149,-0.0765,nan,-0.0582
chr12,20580001,20600000,20589890,19301,133,0.0878,0.1257,0.0658
chr12,20600001,20620000,20610688,16690,103,-0.2357,nan,-0.1743
chr12,20620001,20640000,20630151,18527,95,0.0214,0.0499,0.0215
chr12,20640001,20660000,20649651,18720,100,-0.1254,nan,-0.1236
chr12,20660001,20680000,20669677,18183,127,-0.0134,nan,-0.0087
chr12,20680001,20700000,20689941,18720,140,-0.1176,nan,-0.079
chr12,20700001,20720000,20710002,19469,121,0.1414,0.2022,0.0898
chr12,20720001,20740000,20729985,19710,111,0.1176,0.1418,0.0882
chr12,20740001,20760000,20750792,15837,123,-0.1561,nan,-0.1431
chr12,20760001,20780000,20769910,18806,111,-0.2745,nan,-0.2327
chr12,20780001,20800000,20790413,18688,125,0.0482,0.1067,0.0519
chr12,20800001,20820000,20809979,19138,128,0.0039,0.0047,0.0027
chr12,20820001,20840000,20830230,18363,122,0.1274,0.1916,0.1157
chr12,20840001,20860000,20849146,17762,99,0.3607,0.4184,0.3016
chr12,20860001,20880000,20870833,15965,93,-0.0421,nan,-0.0394
chr12,20880001,20900000,20890113,19589,107,0.207,0.3287,0.149
chr12,20900001,20920000,20903431,6666,57,0.8613,0.448,0.3846
chr12,20920001,20940000,20934595,8591,59,0.5666,0.3681,0.3183
chr12,20940001,20960000,20951131,16787,84,-0.0675,nan,-0.0568
chr12,20960001,20980000,20970362,18931,119,-0.0322,nan,-0.0243
chr12,20980001,21000000,20990125,19200,141,-0.1051,nan,-0.0741
chr12,21000001,21020000,21009985,19652,129,0.6265,0.5113,0.4388
chr12,21020001,21040000,21029693,17775,65,0.3727,0.2997,0.2398
chr12,21040001,21060000,21050024,19815,120,0.2556,0.2616,0.1795
chr12,21060001,21080000,21070018,19778,103,0.1458,0.1761,0.1207
chr12,21080001,21100000,21090270,18591,142,0.0632,0.2328,0.0569
chr12,21100001,21120000,21110702,17732,131,0.2989,0.3789,0.2321
chr12,21120001,21140000,21130438,18302,111,-0.1003,nan,-0.0631
chr12,21140001,21160000,21149897,19212,166,-0.0272,nan,-0.019
chr12,21160001,21180000,21169457,18522,131,-0.1233,nan,-0.1079
chr12,21180001,21200000,21190231,13462,80,0.309,0.3907,0.2385
chr12,21200001,21220000,21209831,15856,108,-0.0907,nan,-0.0713
chr12,21220001,21240000,21230641,18326,132,-0.2271,nan,-0.1532
chr12,21240001,21260000,21250160,18184,102,-0.1806,nan,-0.1675
chr12,21260001,21280000,21269973,18480,110,0.1872,0.227,0.1257
chr12,21280001,21300000,21287758,11442,59,0.5789,0.1405,0.1223
chr12,21300001,21320000,21309946,18835,61,0.1653,0.0787,0.0475
chr12,21320001,21340000,21329959,14344,106,0.0982,0.176,0.0805
chr12,21340001,21360000,21351387,16408,114,0.1939,0.3117,0.2481
chr12,21360001,21380000,21369672,18075,136,-0.1438,nan,-0.1218
chr12,21380001,21400000,21390076,19634,158,0.032,0.058,0.0369
chr12,21400001,21420000,21407528,14584,102,-0.2016,nan,-0.1882
chr12,21420001,21440000,21431636,16344,111,-0.0363,nan,-0.0261
chr12,21440001,21460000,21449846,19187,105,-0.1124,nan,-0.0938
chr12,21460001,21480000,21469525,17665,96,0.046,0.0433,0.0325
chr12,21480001,21500000,21489778,19104,151,-0.1037,nan,-0.0936
chr12,21500001,21520000,21511113,15953,99,0.0702,0.1261,0.0744
chr12,21520001,21540000,21529953,14283,55,-0.0072,nan,-0.007
chr12,21540001,21560000,21549722,15912,73,-0.077,nan,-0.063
chr12,21560001,21580000,21570181,18934,94,0.1721,0.2331,0.1532
chr12,21580001,21600000,21590011,19696,94,0.0164,0.0367,0.0139
chr12,21600001,21620000,21610464,17233,113,0.1045,0.1628,0.1004
chr12,21620001,21640000,21629978,19646,144,0.0375,0.0582,0.0303
chr12,21640001,21660000,21650202,18880,129,0.0025,0.0053,0.0025
chr12,21660001,21680000,21670347,12403,69,0.0719,0.1532,0.0758
chr12,21680001,21700000,21689981,19666,133,0.4219,0.3673,0.2637
